Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Nelson Cruz","SDP",49,152,5,9,23,1,0.039473684,0.302631578,0.153846154,0.322580645,0.244755244,0.282894736,0.398601398,0.2908646306454741,0.297,85.34170634869731,0.16114128893241286,-2.5990915900095852,-4.545609951019287,-0.19621940351477518,"Nelson Cruz",2434,443558
"Bobby Dalbec","BOS",21,53,1,6,1,1,0.075471698,0.528301886,0.102040816,0.45,0.204081632,0.264150943,0.306122448,0.2538298874531152,0.273,50.79754092787995,0.4152436959557235,-2.7093647886089216,-1.0785803720355034,-0.198161491948569,"Bobby Dalbec",19966,666915
"Zack Short","DET",112,253,7,17,33,5,0.110671936,0.260869565,0.135746606,0.255033557,0.203619909,0.292,0.339366515,0.28120547366142273,0.296,75.66504851812641,-0.6391918673180044,-8.016262390358389,-2.5976802110671997,-0.20123472194590628,"Zack Short",19562,670097
"Lawrence Butler","OAK",42,129,4,10,10,0,0.031007751,0.271317829,0.130081301,0.258823529,0.211382113,0.240310077,0.341463414,0.25105973038562507,0.291,59.700298892803396,-0.8772177458740771,-7.106305723509407,0.6491209864616394,-0.20684410717423124,"Lawrence Butler",22542,671732
"Alan Trejo","COL",83,227,4,24,26,5,0.070484581,0.224669603,0.111111112,0.285714285,0.231884057,0.287610619,0.342995169,0.27735354467830825,0.278,56.1162194643834,0.4926660181954503,-11.848284492921048,1.9964199662208557,-0.21145076593248324,"Alan Trejo",20056,676701
"Jonathan Schoop","DET",55,151,0,15,7,0,0.086092715,0.245033112,0.058823529,0.287128712,0.213235294,0.278145695,0.272058823,0.24854354195247422,0.281,53.02642653273886,0.5380259351804852,-7.960888885561607,0.6677609980106354,-0.21566649477316774,"Jonathan Schoop",11265,570731
"Mitch Haniger","SFG",61,229,6,27,28,1,0.065502183,0.283842794,0.156398104,0.269503546,0.208530805,0.266375545,0.364928909,0.2743832718857511,0.317,72.82622128405713,0.48409011075273156,-7.225019770644932,-2.737517759203911,-0.21569427483715303,"Mitch Haniger",14274,571745
"Curt Casali","CIN",40,96,0,8,6,0,0.114583333,0.239583333,0.025,0.245614035,0.175,0.29032258,0.2,0.23854725783871067,0.278,39.941760226542264,0.30737200239673257,-6.835330330354596,1.359572947025299,-0.21998762345370418,"Curt Casali",12510,592200
"Jason Vosler","CIN",20,65,3,6,10,0,0.046153846,0.384615384,0.209677419,0.205882352,0.161290322,0.2,0.370967741,0.2413314333328834,0.216,41.808221306021395,0.8460641368292272,-3.839843324706119,-0.5996650159358978,-0.22193981788216383,"Jason Vosler",16686,613564
"Joey Meneses","WSN",154,657,13,71,89,0,0.05783866,0.197869101,0.126022913,0.329087048,0.274959083,0.321156773,0.400981996,0.31447658627726355,0.285,95.56715467420257,-4.240524304565042,-7.84852544768056,-16.87539041042328,-0.2340587536565797,"Joey Meneses",14366,608841
"Jonathan Araúz","NYM",27,66,3,3,9,0,0.075757575,0.272727272,0.152542373,0.131578947,0.13559322,0.203125,0.288135593,0.21725773811340332,0.243,35.336682833405945,0.22294881287962198,-5.064189044084444,0.3076482005417347,-0.2501573207544923,"Jonathan Arauz",20275,660620
"Luis Guillorme","NYM",54,120,1,12,9,0,0.083333333,0.233333333,0.102803738,0.29113924,0.224299065,0.288135593,0.327102803,0.26854045217872685,0.231,69.7156902103901,0.20737200835719705,-4.294753990422238,-2.320552110671997,-0.252110201510778,"Luis Guillorme",16451,641645
"Hanser Alberto","CHW",30,90,3,11,16,0,0.044444444,0.144444444,0.170731707,0.223880597,0.219512195,0.261363636,0.390243902,0.27915996787222946,0.27,73.53787745685341,-0.6155767985619605,-3.4692229166652604,-2.161278873682022,-0.2565411427421516,"Hanser Alberto",11902,593643
"Terrin Vavra","BAL",27,56,0,9,5,1,0.089285714,0.214285714,0,0.324324324,0.244897959,0.314814814,0.244897959,0.2605545730502517,0.309,63.94203848784391,-0.030987036880105734,-2.4504675422595312,-2.068912982940674,-0.26093461143355745,"Terrin Vavra",24400,679631
"Salvador Perez","KCR",140,580,23,59,80,0,0.03275862,0.23275862,0.167286245,0.293814432,0.25464684,0.292387543,0.421933085,0.30205229622917573,0.326,86.22275108486436,-3.5169091732241213,-13.091570648115754,-9.238629937171936,-0.2616778342098901,"Salvador Perez",7304,521692
"Hunter Dozier","KCR",29,91,2,8,9,2,0.087912087,0.318681318,0.121951219,0.25,0.182926829,0.252747252,0.304878048,0.24678213255746023,0.243,47.91392252002907,0.8613078715279698,-4.818007351567178,-1.0299669802188873,-0.27483902427541923,"Hunter Dozier",15117,641531
"Ji Hwan Bae","PIT",111,371,2,54,32,24,0.080862533,0.247978436,0.080838323,0.309917355,0.230538922,0.296195652,0.311377245,0.2718504774181739,0.266,65.98238009801163,2.923247303813696,-12.711704719011902,-2.6814498901367188,-0.2749517491413038,"Ji Hwan Bae",23818,678225
"Francisco Mejía","TBR",50,160,5,22,19,0,0.0375,0.2375,0.173333334,0.266055045,0.226666666,0.257861635,0.4,0.27980459898522814,0.241,79.5621699331087,-0.8147060140036047,-4.732915898103714,-3.6435399055480957,-0.2932015581875598,"Francisco Mejia",16403,642336
"Matt Beaty","- - -",30,72,0,8,4,0,0.083333333,0.194444444,0.065573771,0.29787234,0.229508196,0.347222222,0.295081967,0.3000811528828409,0.269,85.41254585715905,-1.7618075194768608,-3.0391380502703678,-2.3841460198163986,-0.2968204725925201,"Matt Beaty",17710,607461
"Garrett Stubbs","PHI",41,125,1,15,12,2,0.072,0.232,0.079646017,0.26506024,0.203539823,0.274193548,0.28318584,0.25214724963711155,0.21,53.640619256450975,0.884256636723876,-6.294783116824444,-0.9902698993682861,-0.3019144900656267,"Garrett Stubbs",18067,596117
"Jesús Aguilar","OAK",36,115,5,8,9,0,0.069565217,0.269565217,0.163461538,0.260869565,0.221153846,0.280701754,0.384615384,0.2815180298473154,0.244,80.81154038260254,-1.5772177339531481,-4.221275153166405,-2.75896492600441,-0.30643404619008185,"Jesus Aguilar",11342,542583
"Trey Cabbage","LAA",22,56,1,5,7,1,0.035714285,0.464285714,0.113207547,0.37037037,0.207547169,0.232142857,0.320754716,0.23758817889860698,0.185,43.8047871807198,-0.291424089577049,-4.062109292234988,-0.9165970087051392,-0.30673756534105295,"Trey Cabbage",21078,663550
"Matt Carpenter","SDP",76,237,5,18,31,1,0.17299578,0.282700421,0.143617022,0.231404958,0.175531914,0.322033898,0.319148936,0.2925857176720086,0.31,86.49549207669705,-0.15460206987336278,-4.1196261491109745,-7.061041235923767,-0.30999326289317813,"Matt Carpenter",8090,572761
"Jonah Bride","OAK",40,106,0,9,7,0,0.103773584,0.207547169,0.034090909,0.220588235,0.170454545,0.285714285,0.204545454,0.23695871432622273,0.323,49.926609601449314,-2.030116226989776,-8.389950407671417,1.6257640421390533,-0.315381654592995,"Jonah Bride",24703,681146
"Jose Barrero","CIN",46,149,2,15,17,3,0.10067114,0.295302013,0.105263158,0.306818181,0.218045112,0.295302013,0.32330827,0.27627522833395324,0.276,65.23391177535484,0.49386990536004305,-5.923555295773445,-2.352389931678772,-0.31921336896375413,"Jose Barrero",23378,676480
"Yonathan Daza","COL",24,80,0,8,7,1,0.0375,0.1625,0.081081081,0.322580645,0.27027027,0.303797468,0.351351351,0.28647820104526567,0.253,62.23322466329877,-0.4386921552941203,-4.181681672850823,-1.829618126153946,-0.3277312048827486,"Yonathan Daza",15794,602074
"Starling Marte","NYM",86,341,5,38,28,24,0.046920821,0.202346041,0.076190476,0.302904564,0.247619047,0.300884955,0.323809523,0.2778317014846576,0.315,75.94437631353027,4.133637513965368,-6.028608850219406,-8.900249719619751,-0.3305415568520085,"Starling Marte",9241,516782
"Taylor Motter","STL",29,82,0,3,2,0,0.060975609,0.37804878,0.039473684,0.288888888,0.171052631,0.231707317,0.210526315,0.20441658467781254,0.233,24.507596937269412,0.37671808153390884,-7.292230420682547,1.1144499778747559,-0.3375397287018556,"Taylor Motter",12399,600301
"Oswald Peraza","NYY",52,191,2,15,14,4,0.068062827,0.261780104,0.080924855,0.256198347,0.190751445,0.267015706,0.2716763,0.24572446115353969,0.281,53.425144170118024,-0.2821439444087446,-10.941177166865634,1.0576790273189545,-0.3384524688122019,"Oswald Peraza",22823,672724
"Avisaíl García","MIA",37,118,3,8,12,2,0.050847457,0.330508474,0.129629629,0.257575757,0.185185185,0.24137931,0.314814814,0.24101689691128939,0.296,46.25652317474232,0.24589760787785053,-7.610554821164864,0.1886899471282959,-0.3393310235488017,"Avisail Garcia",5760,541645
"Alika Williams","PIT",46,112,0,7,6,0,0.080357142,0.3125,0.049504951,0.303030303,0.198019801,0.27027027,0.247524752,0.23825199915482118,0.249,43.4585657265665,-0.29262799909338355,-8.137819744187592,0.9148449897766113,-0.33987581628399094,"Alika Williams",27604,675961
"Luken Baker","STL",33,99,2,9,10,0,0.131313131,0.313131313,0.104651163,0.301886792,0.209302325,0.313131313,0.313953488,0.2854463343668466,0.318,78.82848094442335,-1.300333141349256,-3.8969384067377324,-2.9461830854415894,-0.3461493198995084,"Luken Baker",21497,663609
"Clint Frazier","CHW",33,76,0,10,3,4,0.131578947,0.302631578,0.045454546,0.302325581,0.196969696,0.302631578,0.242424242,0.2563099461166482,0.258,57.70008165554871,-0.20596353290602565,-4.057961512408585,-2.0582839846611023,-0.35241044771843427,"Clint Frazier",15983,640449
"Heliot Ramos","SFG",25,60,1,5,2,0,0.066666666,0.333333333,0.125,0.257142857,0.178571428,0.233333333,0.303571428,0.23625720043977103,0.261,47.26719003178822,-0.36934609105810523,-4.28902853381322,-1.3297390341758728,-0.35651434625890244,"Heliot Ramos",22515,671218
"Nick Senzel","CIN",104,330,13,49,42,6,0.078787878,0.224242424,0.162790698,0.268518518,0.235880398,0.296969696,0.398671096,0.3020367024522839,0.297,82.50393979352755,1.377960022073239,-5.774787959215901,-9.107068538665771,-0.36321368846554103,"Nick Senzel",19293,669222
"Jake Alu","WSN",51,175,2,14,16,5,0.057142857,0.24,0.062893082,0.29059829,0.226415094,0.281609195,0.289308176,0.2560933965376054,0.284,56.42811635819467,0.33889672718942165,-9.107433048970089,-0.6793765127658844,-0.3815701628203848,"Jake Alu",25569,666906
"Christian Arroyo","BOS",66,206,3,23,24,1,0.033980582,0.218446601,0.128205128,0.295302013,0.241025641,0.268292682,0.369230769,0.27424777542672507,0.269,64.94957736263574,-2.343618353828788,-10.995158128918963,0.012115001678466797,-0.39727665719356414,"Christian Arroyo",16434,624414
"Colton Cowser","BAL",26,77,0,15,4,1,0.168831168,0.285714285,0.032786885,0.175,0.114754098,0.285714285,0.147540983,0.22596037697482418,0.302,39.96412637845652,0.6458976287394762,-4.893142216245787,-1.7315430641174316,-0.39972294125729985,"Colton Cowser",29591,681297
"Mike Moustakas","- - -",112,386,12,43,48,0,0.059585492,0.246113989,0.144886364,0.296442687,0.24715909,0.292746113,0.392045454,0.2938847834413702,0.268,77.01731563403558,-1.2549352156929672,-11.885898634042515,-5.2607409954071045,-0.4009308594264419,"Mike Moustakas",4892,519058
"Eric Hosmer","CHC",31,100,2,7,14,0,0.06,0.25,0.095744681,0.298507462,0.234042553,0.28,0.329787234,0.2691801005601883,0.249,66.55084545691594,-1.0772177339531481,-5.221066186386096,-2.22488597035408,-0.40286598549415575,"Eric Hosmer",3516,543333
"Aledmys Díaz","OAK",109,344,4,25,24,1,0.049418604,0.191860465,0.107936508,0.273092369,0.228571428,0.279883381,0.336507936,0.2682118532944285,0.273,71.58876985770112,-3.13165322272107,-14.842314244811257,-0.8878400325775146,-0.4031039871393537,"Aledmys Diaz",15937,649557
"Ji Man Choi","- - -",39,117,6,12,13,0,0.085470085,0.299145299,0.221153846,0.169230769,0.163461538,0.239316239,0.384615384,0.2668688159722548,0.353,64.95999312415135,0.5690129646100104,-4.509876528757584,-3.5502249598503113,-0.40637085145949264,"Ji Man Choi",5452,596847
"Hunter Goodman","COL",23,77,1,6,17,1,0.064935064,0.311688311,0.185714285,0.276595744,0.2,0.246753246,0.385714285,0.26572053076384905,0.268,48.31765656710143,-0.08475631894543767,-5.0148099292403545,-1.7482870221138,-0.4128875983327433,"Hunter Goodman",29715,696100
"Nick Gordon","MIN",34,93,2,13,7,0,0.010752688,0.118279569,0.142857143,0.179487179,0.175824175,0.184782608,0.318681318,0.21252240240573883,0.292,29.643500077083978,0.6306539089418948,-7.209419047401806,-0.1969880908727646,-0.4234665067404447,"Nick Gordon",16337,624503
"Luke Voit","MIL",22,74,0,5,4,2,0.054054054,0.364864864,0.044117647,0.365853658,0.220588235,0.283783783,0.264705882,0.2507747830571355,0.285,53.020820913029844,-0.23869215231388807,-4.545503636770623,-2.2451880276203156,-0.42582812082688626,"Luke Voit",14811,572228
"Luis Matos","SFG",76,253,2,24,14,3,0.079051383,0.130434782,0.092105263,0.284974093,0.25,0.318725099,0.342105263,0.2949243062045945,0.308,86.59656053480101,-0.8931276649236679,-5.094154904294268,-7.793911918997765,-0.42591089922920017,"Luis Matos",26467,682641
"Kyle Lewis","ARI",16,54,1,2,2,0,0.055555555,0.388888888,0.098039215,0.24137931,0.156862745,0.203703703,0.25490196,0.2035557230313619,0.215,21.36682588060319,0.23835905268788338,-5.022035092432272,-1.1921299528330564,-0.43626374738251544,"Kyle Lewis",19508,641786
"Jorge Alfaro","- - -",18,52,1,2,4,0,0.038461538,0.288461538,0.145833333,0.1875,0.145833333,0.211538461,0.291666666,0.2228466937175164,0.266,23.07352085991823,-0.946230755187571,-5.828233071296116,-0.3360769897699356,-0.43825044861421775,"Jorge Alfaro",12180,595751
"Tucupita Marcano","PIT",75,220,3,16,18,5,0.045454545,0.159090909,0.123762376,0.26506024,0.232673267,0.276497695,0.356435643,0.27506122089201407,0.293,68.1348046641559,0.1245238441042602,-8.560239427249275,-3.364879846572876,-0.4419651160126602,"Tucupita Marcano",22871,672779
"Tyler Nevin","DET",41,111,2,11,10,0,0.108108108,0.225225225,0.115789473,0.246376811,0.2,0.306306306,0.315789473,0.28207359550235506,0.307,76.26676070004066,-0.23782136477530003,-3.3943732063152923,-4.8805201053619385,-0.44908601662900316,"Tyler Nevin",17893,663527
"Derek Hill","WSN",13,50,0,3,1,1,0.06,0.22,0.021276596,0.222222222,0.170212765,0.22,0.191489361,0.19018441915512085,0.226,12.243925623756363,0.3229488069191575,-5.112881753868151,-1.1041869819164276,-0.45013841504687396,"Derek Hill",16947,656537
"Dominic Canzone","- - -",59,182,6,23,21,1,0.043956043,0.175824175,0.179190751,0.237037037,0.219653179,0.258241758,0.39884393,0.281620292873173,0.33,78.9428990774167,-1.715743312612176,-6.341817011697238,-4.382245019078255,-0.45242423451644576,"Dominic Canzone",26438,686527
"Kevin Smith","OAK",49,146,5,15,11,1,0.034246575,0.349315068,0.14074074,0.253164556,0.185185185,0.219858156,0.325925925,0.23632366183801745,0.237,49.48644233426284,0.23048736806958914,-8.606286509330344,-0.8972600698471069,-0.45302457920292405,"Kevin Smith",20242,675656
"Everson Pereira","NYY",27,103,0,6,10,4,0.077669902,0.388349514,0.043010753,0.264150943,0.150537634,0.233009708,0.193548387,0.20213236855071726,0.268,23.21061446069087,0.645897613838315,-8.831112551937322,0.6595300436019897,-0.46588809859351193,"Everson Pereira",23695,677592
"Mike Brosseau","MIL",29,78,4,4,8,0,0.051282051,0.256410256,0.191780821,0.224489795,0.205479452,0.256410256,0.397260273,0.2814918114588811,0.261,73.61296322198586,-0.6078716786578298,-3.157658922855576,-4.195676073431969,-0.4683485556548858,"Mike Brosseau",19683,670712
"Brett Sullivan","SDP",33,86,1,7,6,0,0.046511627,0.220930232,0.074074074,0.258064516,0.209876543,0.244186046,0.283950617,0.23246465103570804,0.247,46.19141240632843,-0.23098703986033797,-5.963813071106534,-1.6882260292768478,-0.47096443441728564,"Brett Sullivan",18217,664954
"Brett Wisely","SFG",51,131,2,10,8,2,0.06870229,0.305343511,0.091666666,0.240506329,0.175,0.23076923,0.266666666,0.22188946971526513,0.242,37.635322265602476,-0.9992957771755755,-11.120418647653935,1.8773449659347534,-0.47678631787904496,"Brett Wisely",27735,689172
"Yuli Gurriel","MIA",108,329,4,32,27,4,0.079027355,0.133738601,0.11409396,0.271653543,0.244966442,0.303951367,0.359060402,0.28675381537595407,0.272,76.91772911821738,-0.37017888482660055,-9.778088804580205,-6.235523968935013,-0.4794662091576507,"Yuli Gurriel",19198,493329
"C.J. Cron","- - -",71,278,12,38,37,0,0.061151079,0.233812949,0.186046512,0.284153005,0.248062015,0.294964028,0.434108527,0.31234574360813167,0.334,82.3529838097551,-5.346897049807012,-11.29841580829103,-3.013226568698883,-0.48340677042404334,"C.J. Cron",12546,543068
"Tim Anderson","CHW",123,524,1,52,25,13,0.04961832,0.232824427,0.050709939,0.322580645,0.245436105,0.286259541,0.296146044,0.25964620675294453,0.279,60.01250898112382,-1.038116408046335,-26.144743489960348,3.4428601264953613,-0.48846927447104316,"Tim Anderson",15172,641313
"Mark Mathias","- - -",27,72,0,6,6,3,0.138888888,0.208333333,0.032258065,0.29787234,0.225806451,0.333333333,0.258064516,0.27829141583707595,0.284,71.01497767619912,-1.3695125812664628,-3.9548953782148057,-3.4689730927348137,-0.49575967534695137,"Mark Mathias",18032,664029
"Jon Singleton","- - -",36,105,2,11,12,0,0.123809523,0.219047619,0.098901099,0.19402985,0.164835164,0.266666666,0.263736263,0.24391980114437284,0.305,50.77819887959716,-0.4772177548147738,-6.810787079144834,-1.851776234805584,-0.5078067062694445,"Jon Singleton",10441,572138
"Jake Bauers","NYY",84,272,12,28,30,3,0.099264705,0.349264705,0.210743802,0.268115942,0.202479338,0.279411764,0.41322314,0.29746608019751664,0.339,89.288269624134,-2.6217068932019174,-6.112800276657168,-8.269230127334595,-0.512608114026768,"Jake Bauers",15194,641343
"Brett Baty","NYM",108,389,9,41,34,2,0.074550128,0.280205655,0.110481586,0.279661016,0.212464589,0.275324675,0.322946175,0.26559002972268436,0.3,67.73778016350177,-0.6549351918511093,-16.20250683001251,-2.2163109183311462,-0.5155311769851304,"Brett Baty",26123,683146
"Michael Busch","LAD",27,81,2,9,7,1,0.098765432,0.333333333,0.125,0.227272727,0.166666666,0.24691358,0.291666666,0.24054884101137702,0.26,48.77198294408341,0.5844232044182718,-4.55614686676849,-3.411440074443817,-0.5194115671294932,"Michael Busch",26319,683737
"Brayan Rocchio","CLE",23,86,0,9,8,0,0.046511627,0.313953488,0.074074074,0.363636363,0.24691358,0.279069767,0.320987654,0.2628101845120275,0.207,65.3134942713042,-2.238692062906921,-5.81299972747359,-2.746678054332733,-0.562184119876612,"Brayan Rocchio",23690,677587
"Casey Schmitt","SFG",90,277,5,28,30,2,0.046931407,0.234657039,0.118577075,0.252688172,0.205533596,0.255474452,0.324110671,0.25399567959082386,0.282,59.158746801067764,-2.0073340265080333,-16.022477497442267,0.8597398996353149,-0.571225346740906,"Casey Schmitt",27577,669477
"Nick Pratto","KCR",95,345,7,33,35,1,0.084057971,0.4,0.120915033,0.387878787,0.232026143,0.307246376,0.352941176,0.29225450823272486,0.277,79.43171310458932,-0.46160295652225614,-8.964171581209,-8.547420024871826,-0.5773569899547067,"Nick Pratto",22117,668472
"Vidal Bruján","TBR",37,84,0,14,6,3,0.059523809,0.25,0.02631579,0.236363636,0.171052631,0.240963855,0.197368421,0.20634868633316225,0.216,28.64844401082458,0.7171518476679921,-6.464356403405735,-2.1819249391555786,-0.5775960379517178,"Vidal Brujan",20536,660644
"Franmil Reyes","KCR",19,65,2,5,7,0,0.061538461,0.369230769,0.101694916,0.257142857,0.186440677,0.23076923,0.288135593,0.22668670966075016,0.262,33.98539292021728,-0.8001665468327701,-5.941624975897685,-2.1006199717521667,-0.5817348780165496,"Franmil Reyes",14566,614177
"Darick Hall","PHI",18,56,1,2,3,0,0.035714285,0.321428571,0.074074074,0.228571428,0.166666666,0.196428571,0.24074074,0.1931681792650904,0.233,14.102113302483932,-0.5693460791371763,-6.52856342390324,-1.3640940189361572,-0.5968467505001233,"Darick Hall",19717,669742
"Juan Yepez","STL",28,65,2,5,2,0,0.061538461,0.307692307,0.116666667,0.236842105,0.183333333,0.246153846,0.3,0.24341330986756546,0.294,50.65029876987924,-1.122244596015662,-5.096141569243794,-3.1230199337005615,-0.5988385000873543,"Juan Yepez",18400,660766
"Jackie Bradley Jr.","KCR",43,113,1,10,6,0,0.044247787,0.256637168,0.076190476,0.173333333,0.133333333,0.1875,0.209523809,0.18048850925905363,0.242,1.9645190595127187,0.38442320143803954,-12.889358058199203,3.0074374228715897,-0.6025592372330151,"Jackie Bradley Jr.",12984,598265
"Josh Harrison","PHI",41,114,2,8,10,0,0.026315789,0.175438596,0.08737864,0.228915662,0.203883495,0.263157894,0.291262135,0.2482789049023076,0.278,51.047350655160855,0.0073720053769648075,-6.906156716685538,-3.0684375017881393,-0.607468685077187,"Josh Harrison",8202,543281
"Matt Mervis","CHC",27,99,3,8,11,0,0.08080808,0.323232323,0.122222222,0.218181818,0.166666666,0.242424242,0.288888888,0.23856979006468648,0.318,46.03024490921181,-0.8463972662575543,-7.46557985172037,-2.150798052549362,-0.6226923364807639,"Matt Mervis",27845,670223
"José Abreu","HOU",141,594,18,62,90,0,0.07070707,0.218855218,0.146296296,0.276381909,0.237037037,0.296296296,0.383333333,0.2951691398934208,0.31,86.48774784492771,-4.1468590083532035,-13.764025076021243,-12.852929711341858,-0.6417115011235555,"Jose Abreu",15676,547989
"Oswaldo Cabrera","NYY",115,330,5,35,29,8,0.075757575,0.218181818,0.087248323,0.260089686,0.211409395,0.275229357,0.298657718,0.255628018839959,0.257,60.289493185699975,1.4375262768007815,-14.264377047740549,-3.4022831320762634,-0.6436401004905856,"Oswaldo Cabrera",21707,665828
"Tomás Nido","NYM",22,61,0,5,1,0,0.032786885,0.295081967,0,0.179487179,0.125,0.152542372,0.125,0.12829759262375912,0.179,-24.30059560997645,-0.1693460806272924,-9.562723313997449,0.8617300391197205,-0.6604708203734917,"Tomas Nido",13755,621512
"Vaughn Grissom","ATL",23,80,0,5,9,0,0.025,0.1875,0.066666666,0.344262295,0.28,0.3125,0.346666666,0.28933847323060036,0.301,77.68906357358189,-1.3838855433277786,-3.595077799654825,-5.820454955101013,-0.6671938115946565,"Vaughn Grissom",26031,687093
"Lenyn Sosa","CHW",52,173,6,12,14,0,0.028901734,0.231213872,0.146341463,0.226890756,0.201219512,0.223529411,0.347560975,0.24144395462860016,0.297,47.39617297265523,-1.1147060110233724,-12.018970412595717,-0.5777849555015564,-0.6699965160609884,"Lenyn Sosa",22896,672820
"Corey Dickerson","WSN",50,152,2,12,17,0,0.046052631,0.184210526,0.104166666,0.295652173,0.25,0.282894736,0.354166666,0.27697794021744476,0.285,70.42873809439172,-2.276346994098276,-7.8447693033628365,-4.156889915466309,-0.6805445174027979,"Corey Dickerson",10762,572816
"Korey Lee","CHW",24,70,1,4,3,0,0.071428571,0.285714285,0.061538462,0.09090909,0.076923076,0.142857142,0.138461538,0.13392832960401263,0.238,-27.125003978659535,0.23835905268788338,-10.424212262143536,1.1103700399398804,-0.6915957506488126,"Korey Lee",25543,686676
"Jose Herrera","ARI",43,120,0,15,7,1,0.108333333,0.25,0.04950495,0.291666666,0.207920792,0.295652173,0.257425742,0.2555314338725546,0.258,56.21040580808624,-1.123448498081416,-7.633297058508368,-3.435110092163086,-0.69616362261618,"Jose Herrera",17040,645444
"Tyler Stephenson","CIN",142,517,13,59,56,0,0.09090909,0.261121856,0.135483871,0.314465408,0.243010752,0.3172147,0.378494623,0.30509456997936213,0.314,84.55387907984053,-5.700628431979567,-15.593644001486112,-9.204634696245193,-0.7169531837271341,"Tyler Stephenson",17988,663886
"AJ Pollock","- - -",54,144,5,15,15,0,0.0625,0.222222222,0.142857143,0.173469387,0.165413533,0.215277777,0.308270676,0.2273030231396357,0.263,43.48816735421943,-0.4915906498208642,-10.3736583480255,-2.1387632489204407,-0.7597892942762651,"AJ Pollock",9256,572041
"Masyn Winn","STL",37,137,2,8,12,2,0.0729927,0.189781021,0.065573771,0.195876288,0.172131147,0.229629629,0.237704918,0.2107989783640261,0.252,28.78623865154486,0.5698837670497596,-11.51669011315414,-0.7726799249649048,-0.7601785988009915,"Masyn Winn",27479,691026
"Trey Mancini","CHC",79,263,4,31,28,0,0.079847908,0.296577946,0.102127659,0.326923076,0.234042553,0.298850574,0.336170212,0.27973266954605397,0.27,73.62509754406355,-1.7700122664682567,-10.363418245587399,-6.339235842227936,-0.7723303379905693,"Trey Mancini",15149,641820
"Jacob Stallings","MIA",89,276,3,22,20,0,0.097826086,0.242753623,0.095435684,0.248554913,0.190871369,0.278388278,0.286307053,0.25635853508016565,0.261,56.54128094148185,-5.654601883608848,-20.5141198882921,3.3157899379730225,-0.777606408777147,"Jacob Stallings",13723,607732
"Austin Barnes","LAD",59,200,2,15,11,2,0.085,0.215,0.061797753,0.222222222,0.17977528,0.256281407,0.241573033,0.22900884954174558,0.272,41.03578061751704,-1.8611032832413912,-16.47066771467114,1.8097399473190308,-0.7826994989286231,"Austin Barnes",12158,605131
"Wil Myers","CIN",37,141,3,11,12,2,0.085106382,0.340425531,0.094488189,0.272727272,0.188976377,0.257142857,0.283464566,0.24271474395479475,0.249,42.73556781921049,0.4467683834955096,-9.556059370978774,-3.1324700117111206,-0.7863967707654869,"Wil Myers",10047,571976
"Miguel Cabrera","DET",98,370,4,21,34,0,0.083783783,0.2,0.095808384,0.316602316,0.257485029,0.321621621,0.353293413,0.29901036459046443,0.296,88.00596573102956,-4.931986200157553,-10.249393638829051,-10.241385415196419,-0.7897349719062439,"Miguel Cabrera",1744,408234
"David Hensley","HOU",30,94,1,12,3,1,0.106382978,0.372340425,0.047619047,0.1875,0.119047619,0.212765957,0.166666666,0.18369338360238582,0.248,9.221726664786905,0.36130785662680864,-9.863206777469296,-1.2605130150914192,-0.7907607299532562,"David Hensley",25111,682073
"Pavin Smith","ARI",69,228,7,26,30,1,0.153508771,0.197368421,0.136125654,0.208633093,0.188481675,0.317180616,0.324607329,0.2929998877815213,0.329,81.32858211403894,-0.5843852031975985,-5.858272748155661,-9.90132999420166,-0.7971611194057897,"Pavin Smith",19892,656976
"Nate Eaton","KCR",28,56,0,2,1,3,0.035714285,0.375,0,0.125,0.075471698,0.125,0.075471698,0.10085633929286685,0.204,-53.23009128396319,0.9460641755722463,-9.335637927140175,-0.6795887127518654,-0.8089682720057644,"Nate Eaton",25055,681987
"Danny Mendick","NYM",35,69,1,4,4,1,0.057971014,0.217391304,0.092307692,0.224489795,0.184615384,0.231884057,0.276923076,0.22578666693922403,0.246,41.054323023961494,-0.8924614358693361,-5.931176147779401,-4.549628421664238,-0.8107794435020873,"Danny Mendick",18889,664901
"Jose Miranda","MIN",40,152,3,12,13,0,0.059210526,0.157894736,0.091549296,0.234782608,0.211267605,0.263157894,0.302816901,0.251807895538054,0.277,56.873041687091,-1.4542690045200288,-9.308892029115443,-3.9980307668447495,-0.8119608664438754,"Jose Miranda",20538,669304
"Joey Wendle","MIA",112,318,2,33,20,7,0.040880503,0.210691823,0.094276094,0.264069264,0.212121212,0.247619047,0.306397306,0.24184200214961218,0.263,46.809658857829504,0.238730160985142,-20.715833156453247,1.636810064315796,-0.8225012439572634,"Joey Wendle",13853,621563
"Jesse Winker","MIL",61,197,1,16,23,0,0.131979695,0.258883248,0.048192771,0.278260869,0.19879518,0.319796954,0.246987951,0.2692836041983009,0.286,65.42880107064927,-1.4391918345354497,-9.876412085507992,-5.215190031565726,-0.835834234321845,"Jesse Winker",13590,608385
