Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,IBB,HBP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,maxEV,HardHit%,CStr%,CSW%,xBA,xSLG,xwOBA,NameASCII,PlayerId,MLBAMID
2017,"Anthony Rizzo","CHC",157,691,32,99,109,10,0.131693198,0.13024602,0.234265734,0.273127753,0.272727272,0.392185238,0.506993006,0.3797767573419739,,133.86200180258473,-4.181002186844125,11,24,1.037037037,0.201244813,0.406639004,0.392116182,0.1005291,0.169312169,0.020408163,0.3042,0.6675,0.4631,0.7103,0.9057,0.8335,0.4374,0.5615,0.0771,0.4486,0.3333,0.2181,0.1975,0.4588,0.3436,88.41398910490605,15.450668303105427,0.0823,113.577,0.3868,0.1561,0.2332,,,,"Anthony Rizzo",3473,519203
2016,"Christian Yelich","MIA",155,659,21,78,98,9,0.109256449,0.209408194,0.185121107,0.356132075,0.297577854,0.376327769,0.482698961,0.3674650490738963,,133.79758194514972,2.252694930881262,4,4,2.820224719,0.234234234,0.565315315,0.20045045,0.056179775,0.235955056,0.059760956,0.2285,0.6427,0.4053,0.5395,0.8839,0.7726,0.4267,0.5508,0.0917,0.3596,0.3506,0.2899,0.1753,0.4449,0.3798,92.6490734011628,2.7243953261264533,0.0921,113.603,0.4989,0.1856,0.2773,,,,"Christian Yelich",11477,592885
2016,"Kyle Seager","SEA",158,676,30,89,99,3,0.102071005,0.159763313,0.221105528,0.295010845,0.278056951,0.359467455,0.499162479,0.36274269178464963,,133.6321031496199,-2.077720083296299,10,8,0.858536585,0.219262295,0.360655737,0.420081967,0.073170731,0.146341463,0.017045454,0.2689,0.6207,0.4253,0.7105,0.8889,0.8262,0.4446,0.5503,0.0728,0.4012,0.3157,0.2831,0.1466,0.4664,0.387,90.38681681485356,16.66115017815115,0.0835,109.246,0.4134,0.1823,0.255,,,,"Kyle Seager",9785,572122
2020,"Gio Urshela","NYY",43,174,6,24,30,1,0.103448275,0.14367816,0.19205298,0.314516129,0.298013245,0.367816091,0.490066225,0.3650091324729481,,133.62246170103995,-1.1491846193093807,0,1,1.261904761,0.269230769,0.407692307,0.323076923,0.047619047,0.142857142,0.094339622,0.3081,0.748,0.4818,0.6864,0.9144,0.8262,0.3949,0.6034,0.0837,0.3923,0.3,0.3077,0.1385,0.5462,0.3154,91.3736449249031,12.34651124939438,0.0692,110.973,0.4077,0.1517,0.2354,,,,"Gio Urshela",10681,570482
2020,"Lourdes Gurriel Jr.","TOR",57,224,11,28,33,3,0.0625,0.214285714,0.225961539,0.350993377,0.307692307,0.348214285,0.533653846,0.37189994672579424,,133.5606147306622,-2.2028384485747665,0,0,1.222222222,0.259259259,0.407407407,0.333333333,0.074074074,0.203703703,0.09090909,0.3577,0.7203,0.512,0.6316,0.8392,0.7559,0.4255,0.6875,0.125,0.4198,0.3519,0.2284,0.1111,0.5864,0.3025,90.82298136645963,10.494596303619954,0.1173,109.468,0.4938,0.1442,0.2692,,,,"Lourdes Gurriel Jr.",19238,666971
2019,"Kris Bryant","CHC",147,634,31,108,77,4,0.116719242,0.228706624,0.239410682,0.330623306,0.281767955,0.38170347,0.521178637,0.379468933100949,,133.5477781032508,3.8208993491716683,1,15,0.831395348,0.208542713,0.359296482,0.432160804,0.116279069,0.180232558,0.055944055,0.3048,0.7602,0.4843,0.6035,0.8255,0.7409,0.3942,0.5836,0.1255,0.465,0.3,0.235,0.1675,0.475,0.3575,87.5566009676396,19.233502538071065,0.0875,111.4,0.3375,0.1311,0.2566,,,,"Kris Bryant",15429,592178
2019,"Dominic Smith","NYM",89,197,11,35,25,1,0.0964467,0.223350253,0.242937853,0.319672131,0.282485875,0.355329949,0.525423728,0.3682993063466803,,133.5454130290654,-1.5773222523275763,0,1,1.081632653,0.227272727,0.401515151,0.371212121,0.081632653,0.224489795,0.037735849,0.3455,0.701,0.485,0.6584,0.8246,0.7527,0.3924,0.5482,0.1199,0.406,0.3308,0.2632,0.1579,0.4737,0.3684,88.26870378101145,15.099236641221374,0.0677,108.5,0.3459,0.1473,0.2673,,,,"Dominic Smith",15653,642086
2017,"Nicky Delmonico","CHW",43,166,9,25,23,2,0.138554216,0.186746987,0.219858156,0.277227722,0.262411347,0.373493975,0.482269503,0.3685050937066595,,133.44885515094293,-0.5241224004421383,0,2,1.075,0.224299065,0.401869158,0.373831775,0.1,0.225,0.162790697,0.2395,0.7391,0.4595,0.6374,0.8416,0.7821,0.4404,0.5422,0.1001,0.4182,0.3636,0.2182,0.2727,0.4364,0.2909,83.6298097984813,12.339065694363319,0.0545,108.381,0.2636,0.1237,0.2239,,,,"Nicky Delmonico",13157,547170
2016,"Paul Goldschmidt","ARI",158,705,24,106,95,32,0.156028368,0.212765957,0.191709844,0.35835351,0.297063903,0.410511363,0.488773747,0.3818431737114971,,133.43164564620912,5.171160381287336,15,7,1.611111111,0.247139588,0.464530892,0.288329519,0.142857142,0.19047619,0.049261083,0.2303,0.6067,0.3905,0.6964,0.8444,0.7943,0.4256,0.5674,0.079,0.3913,0.3593,0.2494,0.1419,0.4828,0.3753,91.04236291956019,11.05062527126736,0.0708,111.994,0.4247,0.1942,0.2732,,,,"Paul Goldschmidt",9218,502671
2020,"Ty France","- - -",43,155,4,19,23,0,0.070967741,0.238709677,0.163120567,0.39,0.304964539,0.367741935,0.468085106,0.3618258322438886,,133.3533306550197,-0.9364880418870598,0,3,1.181818181,0.307692307,0.375,0.317307692,0.181818181,0.121212121,0.102564102,0.2885,0.708,0.4593,0.6286,0.8588,0.773,0.4072,0.5742,0.1042,0.4712,0.3077,0.2212,0.1635,0.5192,0.3173,85.74903054839199,14.81517517682418,0.0865,108.207,0.2981,0.171,0.2752,,,,"Ty France",17982,664034
2017,"Justin Smoak","TOR",158,637,38,85,90,0,0.114599686,0.200941915,0.258928571,0.285353535,0.269642857,0.354788069,0.528571428,0.3710397684047651,,133.34265309083565,-3.1156600087415427,3,2,0.772020725,0.211981566,0.343317972,0.44470046,0.07253886,0.196891191,0.020134228,0.2578,0.6685,0.4299,0.6289,0.8788,0.7917,0.4191,0.5651,0.0895,0.4078,0.3525,0.2396,0.1313,0.4747,0.394,89.71095571095572,17.190186115967364,0.1198,109.98,0.4286,0.1648,0.2543,,,,"Justin Smoak",9054,475253
2021,"Mike Zunino","TBR",109,375,33,64,62,0,0.090666666,0.352,0.342342342,0.23076923,0.216216216,0.301333333,0.558558558,0.35849761215845743,,133.13687363347947,0.5706911792512983,0,7,0.559633027,0.158415841,0.301980198,0.53960396,0.229357798,0.302752293,0.081967213,0.3152,0.6855,0.468,0.4712,0.7459,0.6373,0.4128,0.5867,0.1698,0.5891,0.2426,0.1683,0.2475,0.3465,0.4059,90.67475634282178,23.179554552134903,0.2426,117.299,0.4653,0.1551,0.3249,,,,"Mike Zunino",13265,572287
2018,"Xander Bogaerts","BOS",136,580,23,72,103,8,0.094827586,0.175862068,0.233918128,0.317258883,0.288499025,0.360344827,0.522417153,0.3728852905333042,,133.12596136602838,-1.7412871858105063,4,6,1.216216216,0.211538461,0.432692307,0.35576923,0.108108108,0.155405405,0.088888888,0.3009,0.6127,0.4321,0.6578,0.8933,0.7982,0.4207,0.5672,0.0872,0.4341,0.3477,0.2182,0.1655,0.4556,0.3789,90.63662462349397,12.578193241716868,0.0935,111.862,0.4149,0.2044,0.2916,,,,"Xander Bogaerts",12161,593428
2017,"Adrián Beltré","TEX",94,389,17,47,71,1,0.100257069,0.133676092,0.220588236,0.321299638,0.311764705,0.383033419,0.532352941,0.3842620070282495,,133.0816741762491,-3.871042729122564,2,4,1.165137614,0.197278911,0.431972789,0.370748299,0.110091743,0.155963302,0.031496062,0.334,0.6615,0.467,0.7444,0.8915,0.829,0.4062,0.599,0.0798,0.4116,0.381,0.2075,0.1735,0.466,0.3605,86.68767390839041,12.485376645440924,0.0442,107.424,0.3197,0.1584,0.2383,,,,"Adrian Beltre",639,134181
2017,"Yonder Alonso","- - -",142,521,28,72,67,2,0.130518234,0.226487523,0.235033259,0.301639344,0.266075388,0.364683301,0.501108647,0.3656744748643301,,133.01613383805127,-2.5394367701373994,6,2,0.784722222,0.228228228,0.339339339,0.432432432,0.083333333,0.194444444,0.008849557,0.2776,0.7442,0.4699,0.5959,0.8414,0.7561,0.4121,0.5259,0.1146,0.4084,0.3363,0.2553,0.1321,0.5075,0.3604,89.23027226445195,19.412853160777967,0.0931,111.529,0.4084,0.1242,0.2388,,,,"Yonder Alonso",2530,475174
2021,"Carlos Correa","HOU",148,640,26,104,92,0,0.1171875,0.18125,0.205405405,0.307875894,0.279279279,0.365625,0.484684684,0.3635859618366325,,132.95553462113446,-0.5852509012911469,2,4,1.193548387,0.235955056,0.415730337,0.348314606,0.129032258,0.167741935,0.081081081,0.27,0.6278,0.4207,0.6544,0.8942,0.8051,0.4211,0.5766,0.082,0.3671,0.3559,0.277,0.1689,0.4662,0.3649,90.21348314606742,12.12523591116573,0.0944,116.416,0.4247,0.195,0.277,,,,"Carlos Correa",14162,621043
2018,"Nelson Cruz","SEA",144,591,37,70,97,1,0.093062605,0.20642978,0.252408478,0.264462809,0.256262042,0.34179357,0.50867052,0.36084069367561733,,132.82831392850653,-4.745272234547883,5,14,1.142857142,0.175,0.44,0.385,0.11038961,0.24025974,0.022727272,0.3191,0.697,0.4645,0.5112,0.8578,0.7113,0.3848,0.5431,0.1341,0.4075,0.3475,0.245,0.1625,0.415,0.4225,93.94099609375,12.79572509765625,0.135,116.955,0.5125,0.1433,0.2774,,,,"Nelson Cruz",2434,443558
2019,"Max Muncy","LAD",141,589,35,101,98,4,0.152801358,0.252971137,0.264887063,0.283387622,0.250513347,0.373514431,0.51540041,0.3724902531727642,,132.81983407212468,4.813941072439775,1,8,0.977272727,0.234604105,0.37829912,0.387096774,0.037878787,0.265151515,0.108527131,0.2311,0.6403,0.3995,0.5897,0.8118,0.7362,0.4115,0.5501,0.1054,0.4415,0.3216,0.2368,0.117,0.4211,0.462,89.78635014836796,14.43620178041543,0.1111,110.1,0.4298,0.1821,0.2875,,,,"Max Muncy",13301,571970
2018,"Nolan Arenado","COL",156,673,38,104,110,2,0.108469539,0.18127786,0.26440678,0.314220183,0.296610169,0.373511904,0.561016949,0.3906944133003673,,132.80385990149927,-0.012300602626055479,10,3,1.027173913,0.213080168,0.398734177,0.388185654,0.119565217,0.206521739,0.042328042,0.3318,0.733,0.4983,0.662,0.8439,0.773,0.4149,0.584,0.113,0.3979,0.3684,0.2337,0.1537,0.4168,0.4295,89.8359375,15.32219852503964,0.0716,109.206,0.4021,0.1319,0.245,,,,"Nolan Arenado",9777,571448
2021,"Yuli Gurriel","HOU",143,605,15,83,81,1,0.097520661,0.112396694,0.143396226,0.335511982,0.318867924,0.383471074,0.46226415,0.3632310389681637,,132.71568723114368,-1.6490666661411524,2,4,1.054347826,0.202531645,0.4092827,0.388185654,0.141304347,0.081521739,0.041237113,0.2977,0.622,0.4276,0.8191,0.9247,0.8806,0.4005,0.5967,0.051,0.3608,0.3861,0.2532,0.1688,0.4937,0.3376,89.84472244198312,13.407215231078586,0.0338,109.121,0.4135,0.1859,0.2369,,,,"Yuli Gurriel",19198,493329
2016,"Tyler Naquin","CLE",116,365,14,52,43,6,0.098630136,0.306849315,0.218068536,0.411167512,0.295950155,0.371900826,0.514018691,0.3742136616560742,,132.67963868733585,1.5598839186131954,4,4,1.539682539,0.23444976,0.464114832,0.301435406,0.079365079,0.222222222,0.041237113,0.3599,0.7271,0.5123,0.6361,0.7792,0.7204,0.4151,0.5671,0.1419,0.3756,0.3568,0.2676,0.169,0.446,0.385,91.0519268329327,10.14966289813702,0.0751,112.664,0.4507,0.1393,0.2812,,,,"Tyler Naquin",13359,571980
2021,"Rafael Devers","BOS",156,664,38,101,113,5,0.093373493,0.215361445,0.258883248,0.306763285,0.279187817,0.352409638,0.538071065,0.3730451268692539,,132.50491576337663,0.08658457244746387,7,7,1.075581395,0.204899777,0.412026726,0.383073496,0.104651162,0.220930232,0.081081081,0.361,0.7966,0.5348,0.6685,0.7912,0.7414,0.3989,0.6265,0.1383,0.3636,0.3947,0.2417,0.1729,0.4257,0.4013,92.91937813195992,13.063318877018375,0.1504,114.365,0.5155,0.1083,0.2466,,,,"Rafael Devers",17350,646240
2019,"Michael Brantley","HOU",148,637,22,88,90,3,0.080062794,0.103610675,0.191304348,0.3197556,0.311304347,0.372056514,0.502608695,0.3668261738229625,,132.3937242147786,-0.040949749294668436,3,7,1.471337579,0.239215686,0.452941176,0.307843137,0.031847133,0.140127388,0.021645021,0.2923,0.615,0.4371,0.8231,0.9577,0.9081,0.4488,0.5997,0.0402,0.4016,0.3353,0.2632,0.1326,0.4483,0.4191,88.8425734186747,10.636546184738956,0.0526,108.9,0.3645,0.1995,0.2396,,,,"Michael Brantley",4106,488726
2016,"Aledmys Díaz","STL",111,460,17,71,65,4,0.089130434,0.130434782,0.21039604,0.312312312,0.29950495,0.368995633,0.50990099,0.3696462351136503,,132.3318636495826,-2.6969685051590204,6,7,1.17037037,0.155619596,0.455331412,0.389048991,0.133333333,0.125925925,0.158227848,0.2806,0.6641,0.4512,0.6903,0.9094,0.8338,0.4448,0.5804,0.074,0.4631,0.3068,0.2301,0.1903,0.4943,0.3153,89.45842796148256,12.646250170330669,0.0426,112.156,0.3892,0.1686,0.2425,,,,"Aledmys Diaz",15937,649557
2019,"Rafael Devers","BOS",156,702,32,129,115,8,0.068376068,0.169515669,0.244204019,0.339357429,0.310664605,0.360912981,0.554868624,0.37692555329985167,,132.32643409919038,2.2778606498613954,7,4,1.292817679,0.212523719,0.44402277,0.34345351,0.099447513,0.17679558,0.068376068,0.4051,0.7615,0.5491,0.7186,0.8261,0.7789,0.4042,0.6111,0.1214,0.4208,0.3019,0.2774,0.1774,0.4472,0.3755,92.47703004343629,10.428571428571429,0.081,115,0.4746,0.1131,0.2344,,,,"Rafael Devers",17350,646240
2016,"Ryon Healy","OAK",72,283,13,36,37,0,0.042402826,0.212014134,0.219330855,0.352040816,0.304832713,0.336879432,0.524163568,0.36439206082625747,,132.2661615236092,-1.636873623356223,1,1,1.074074074,0.196172248,0.416267942,0.387559808,0.074074074,0.160493827,0.091954022,0.3448,0.5676,0.4463,0.6667,0.8773,0.7887,0.4556,0.6148,0.094,0.419,0.3429,0.2381,0.1952,0.5048,0.3,88.66937985944976,13.518469413501794,0.0905,111.594,0.3952,0.2279,0.3219,,,,"Ryon Healy",15447,592387
2019,"Trey Mancini","BAL",154,679,35,106,97,1,0.092783505,0.210603829,0.244186046,0.326340326,0.290697674,0.36377025,0.53488372,0.37282006169211934,,132.23972155144557,-2.06820703134872,3,9,1.439189189,0.221982758,0.459051724,0.318965517,0.054054054,0.236486486,0.079812206,0.334,0.6975,0.4814,0.6407,0.8338,0.7542,0.4057,0.6303,0.1183,0.3578,0.375,0.2672,0.1573,0.4698,0.3728,90.2907293911638,7.795258620689655,0.0991,113.9,0.4267,0.1565,0.2748,,,,"Trey Mancini",15149,641820
2019,"Gio Urshela","NYY",132,476,21,73,74,1,0.052521008,0.182773109,0.219457013,0.349112426,0.314479638,0.355042016,0.533936651,0.3690672136607923,,132.17400279107838,-3.0814795123878866,1,5,1.233333333,0.253481894,0.412256267,0.334261838,0.1,0.175,0.054054054,0.4178,0.7699,0.5651,0.73,0.8463,0.7963,0.4182,0.6723,0.1151,0.3928,0.3705,0.2368,0.1281,0.4318,0.4401,90.5505704012784,13.528409090909092,0.0641,113.3,0.4095,0.1224,0.2375,,,,"Gio Urshela",10681,570482
2017,"Yoenis Cespedes","NYM",81,321,17,46,42,0,0.080996884,0.190031152,0.247422681,0.316279069,0.292096219,0.352024922,0.5395189,0.36919035432459435,,132.05486494368023,-0.805411921814084,5,2,0.695652173,0.159482758,0.344827586,0.495689655,0.147826086,0.147826086,0.0875,0.3562,0.6691,0.489,0.6556,0.9144,0.8059,0.4244,0.6075,0.0949,0.4138,0.3362,0.25,0.2069,0.3707,0.4224,90.08311350108225,18.915108816964285,0.0991,115.199,0.444,0.1595,0.2544,,,,"Yoenis Cespedes",13110,493316
2021,"Starling Marte","- - -",120,526,12,89,55,47,0.081749049,0.188212927,0.147751606,0.371508379,0.310492505,0.382857142,0.458244111,0.36442621727518554,,131.97170260523487,12.266049530589953,2,13,2.272727272,0.210958904,0.547945205,0.24109589,0.079545454,0.136363636,0.115,0.3417,0.7123,0.4876,0.6446,0.8786,0.7792,0.3936,0.6407,0.1076,0.3801,0.3558,0.2642,0.1887,0.4825,0.3288,87.5619167380137,4.634810941513271,0.0836,112.883,0.3935,0.1497,0.2574,,,,"Starling Marte",9241,516782
2018,"Wilson Ramos","- - -",111,416,15,39,70,0,0.076923076,0.192307692,0.180628272,0.352941176,0.306282722,0.358173076,0.486910994,0.3614721735894392,,131.91023373467996,-11.06691260682419,2,0,2.226666666,0.203947368,0.549342105,0.246710526,0.08,0.2,0.047904191,0.3845,0.7896,0.5419,0.6494,0.8811,0.7805,0.3885,0.6418,0.1188,0.4013,0.3224,0.2763,0.1743,0.4342,0.3914,91.29461322899247,4.469233994499896,0.0625,113.273,0.4704,0.1006,0.2194,,,,"Wilson Ramos",1433,467092
2016,"Jung Ho Kang","PIT",103,370,21,45,62,3,0.097297297,0.213513513,0.257861635,0.272727272,0.254716981,0.354054054,0.512578616,0.36907615829612506,,131.85410575261466,-2.811676647514105,1,14,1.133333333,0.203319502,0.423236514,0.373443983,0.066666666,0.233333333,0.078431372,0.2503,0.5908,0.4067,0.5922,0.8692,0.7771,0.4593,0.6,0.0906,0.4357,0.3527,0.2116,0.1743,0.4315,0.3942,90.23096999446902,11.121504251935841,0.083,110.91,0.3942,0.2075,0.2981,,,,"Jung Ho Kang",17182,628356
2021,"Teoscar Hernández","TOR",143,595,32,92,116,12,0.060504201,0.248739495,0.227272727,0.352150537,0.296363636,0.346218487,0.523636363,0.36892882651752895,,131.83293573005713,2.329865086823702,1,7,1.061643835,0.254950495,0.383663366,0.361386138,0.06849315,0.219178082,0.122580645,0.3435,0.7702,0.5188,0.5227,0.8177,0.7026,0.4108,0.6319,0.1541,0.4257,0.3193,0.255,0.1287,0.505,0.3663,91.779501953125,13.1081494140625,0.1386,115.663,0.4876,0.1249,0.279,,,,"Teoscar Hernandez",13066,606192
2020,"Ian Happ","CHC",57,231,12,27,28,1,0.129870129,0.272727272,0.247474748,0.31707317,0.257575757,0.360869565,0.505050505,0.36889636308345214,,131.67683425107487,0.2120729018934071,1,2,1.386363636,0.222222222,0.451851851,0.325925925,0.068181818,0.272727272,0.06557377,0.2701,0.6641,0.4346,0.4122,0.8084,0.665,0.4176,0.5758,0.1456,0.375,0.4118,0.2132,0.125,0.5147,0.3603,91.10676838580827,9.015037593984962,0.1029,109.087,0.4779,0.1849,0.3305,,,,"Ian Happ",17919,664023
2016,"Brian Dozier","MIN",155,691,42,104,99,18,0.088277858,0.199710564,0.278048781,0.279545454,0.268292682,0.339622641,0.546341463,0.36983805030889777,,131.57056394885146,5.352936957031488,6,8,0.763157894,0.158995815,0.364016736,0.476987447,0.131578947,0.184210526,0.109195402,0.2908,0.6392,0.4378,0.6882,0.8539,0.7903,0.4219,0.5933,0.0911,0.564,0.2831,0.1529,0.1818,0.4711,0.3471,88.07643312101911,18.730742436305732,0.0806,107.723,0.3616,0.1926,0.2837,,,,"Brian Dozier",9810,572821
2016,"Charlie Blackmon","COL",143,641,29,111,82,17,0.067082683,0.159126365,0.228373703,0.350332594,0.323529411,0.380877742,0.551903114,0.3938614382916821,,131.52519770965662,2.93096074834466,4,13,0.910614525,0.278481012,0.343881856,0.37763713,0.072625698,0.162011173,0.042944785,0.3403,0.6382,0.4692,0.749,0.915,0.8467,0.4327,0.546,0.0715,0.4389,0.3126,0.2484,0.1905,0.4658,0.3437,87.70320846688034,15.24224384014423,0.0621,112.723,0.3354,0.1744,0.246,,,,"Charlie Blackmon",7859,453568
2018,"Francisco Lindor","CLE",158,745,38,129,92,25,0.093959731,0.143624161,0.242057489,0.279383429,0.276853252,0.351752021,0.518910741,0.36836432761886495,,131.52311251876802,1.213036747649312,7,8,0.981818181,0.215827338,0.388489208,0.395683453,0.104545454,0.172727272,0.069444444,0.327,0.6791,0.4692,0.7452,0.9088,0.8408,0.4037,0.5584,0.0747,0.4036,0.3464,0.25,0.1607,0.4232,0.4161,90.5909090909091,14.743072620738637,0.0911,114.471,0.4054,0.1589,0.2336,,,,"Francisco Lindor",12916,596019
2020,"Michael Brantley","HOU",46,187,5,24,22,2,0.09090909,0.14973262,0.176470588,0.335766423,0.3,0.363636363,0.476470588,0.3620598564810931,,131.398844815512,-1.5523586608469486,0,0,1.5,0.219858156,0.468085106,0.312056737,0.022727272,0.113636363,0.015151515,0.2518,0.5942,0.3981,0.7404,0.929,0.8606,0.4272,0.5882,0.0555,0.4366,0.2958,0.2676,0.0986,0.5282,0.3732,88.66666666666667,10.15234028701241,0.0493,105.251,0.3662,0.215,0.2705,,,,"Michael Brantley",4106,488726
2018,"Javier Báez","CHC",160,645,34,101,111,21,0.04496124,0.258914728,0.264026403,0.347188264,0.290429042,0.326086956,0.554455445,0.3663845401515001,,131.18650250551676,3.9493980170227587,8,5,1.414285714,0.221198156,0.456221198,0.322580645,0.114285714,0.242857142,0.126262626,0.4546,0.7799,0.5771,0.5487,0.8164,0.6849,0.3766,0.6651,0.1817,0.4054,0.3333,0.2613,0.1937,0.4482,0.3581,90.63255813953488,9.649697946947674,0.1126,113.737,0.4279,0.1051,0.2869,,,,"Javier Baez",12979,595879
2019,"Justin Turner","LAD",135,549,27,80,67,2,0.092896174,0.160291438,0.219206681,0.303523035,0.290187891,0.371584699,0.509394572,0.369847824321176,,131.08859954734817,-1.131168520078063,1,14,0.836477987,0.258883248,0.337563451,0.403553299,0.050314465,0.16981132,0.075187969,0.2809,0.6758,0.4542,0.7611,0.8903,0.8454,0.4389,0.5865,0.0702,0.3823,0.3696,0.2481,0.1241,0.3722,0.5038,90.33307291666667,17.807692307692307,0.0732,107.7,0.4242,0.1739,0.2441,,,,"Justin Turner",5235,457759
2020,"Jeff McNeil","NYM",52,209,4,19,23,0,0.095693779,0.114832535,0.142076503,0.335443037,0.311475409,0.382775119,0.453551912,0.359576430009759,,131.07475279232426,-2.4596663611009717,2,3,1.365384615,0.24074074,0.438271604,0.320987654,0.076923076,0.076923076,0.098591549,0.3854,0.8395,0.5684,0.7459,0.9007,0.8381,0.403,0.6459,0.092,0.3889,0.358,0.2531,0.1481,0.5432,0.3086,86.59378639363354,11.489813573612189,0.0247,106.214,0.2654,0.0833,0.1754,,,,"Jeff McNeil",15362,643446
2018,"Ramón Laureano","OAK",48,176,5,27,19,7,0.09090909,0.284090909,0.185897436,0.388349514,0.288461538,0.357954545,0.474358974,0.35749884898012335,,131.0405205630938,4.083228766452521,0,2,1.382352941,0.25,0.435185185,0.314814814,0.058823529,0.147058823,0.085106382,0.2885,0.6006,0.425,0.5085,0.8639,0.7282,0.4374,0.5909,0.1155,0.4352,0.2963,0.2685,0.1389,0.463,0.3981,89.76277669270833,10.258611608434606,0.1111,111.885,0.4167,0.1981,0.3136,,,,"Ramon Laureano",17128,657656
2021,"Pete Alonso","NYM",152,637,37,81,94,3,0.094191522,0.199372056,0.256684492,0.274314214,0.262032085,0.343799058,0.518716577,0.3626149545191963,,131.022406837942,-5.099687704350799,6,12,0.904255319,0.182648401,0.388127853,0.429223744,0.090425531,0.19680851,0.070588235,0.3501,0.7135,0.493,0.6393,0.8636,0.767,0.3934,0.5871,0.1149,0.4132,0.3196,0.2671,0.1553,0.4658,0.379,91.01921839244851,14.704255756578947,0.1484,118.395,0.4726,0.1379,0.2528,,,,"Pete Alonso",19251,624413
2019,"Josh Donaldson","ATL",155,659,37,96,94,4,0.151745068,0.235204855,0.262295082,0.292479108,0.258652094,0.37936267,0.520947176,0.37736240460266623,,131.01179376589943,-2.9583796900697052,2,8,1.159722222,0.214646464,0.421717171,0.363636363,0.125,0.256944444,0.083832335,0.2572,0.718,0.4384,0.6238,0.7661,0.7155,0.3931,0.5842,0.1247,0.4848,0.2677,0.2475,0.1515,0.3763,0.4722,92.89696772411617,13.292929292929292,0.1515,114.2,0.5051,0.1426,0.2673,,,,"Josh Donaldson",5038,518626
2017,"Gary Sánchez","NYY",122,525,33,79,90,2,0.076190476,0.228571428,0.252653928,0.304347826,0.278131634,0.344761904,0.530785562,0.3675818825496062,,130.998638826945,-1.4447329917456955,1,10,1.153846153,0.211267605,0.422535211,0.366197183,0.107692307,0.253846153,0.093333333,0.3365,0.6651,0.4786,0.6005,0.8288,0.7377,0.4323,0.5562,0.1256,0.5155,0.3324,0.1521,0.1859,0.4451,0.369,90.76638638771186,13.114859198446327,0.1155,115.694,0.431,0.161,0.2866,,,,"Gary Sanchez",11442,596142
2020,"Jason Heyward","CHC",50,181,6,20,22,2,0.165745856,0.204419889,0.19047619,0.311320754,0.265306122,0.392265193,0.455782312,0.3678061935636732,,130.95695115532033,1.9222482200711966,1,2,1.7,0.276785714,0.455357142,0.267857142,0.1,0.2,0.058823529,0.2173,0.5791,0.3671,0.6505,0.8557,0.7845,0.4141,0.4862,0.0791,0.5,0.3482,0.1518,0.1429,0.4643,0.3929,87.64079938616071,11.309820992606026,0.0446,108.066,0.4018,0.204,0.2831,,,,"Jason Heyward",4940,518792
2021,"Marcus Semien","TOR",162,724,45,115,102,15,0.09116022,0.201657458,0.273006135,0.275862068,0.265337423,0.334254143,0.538343558,0.3676113506871692,,130.94262077049686,4.04676394443959,0,3,0.644897959,0.208251473,0.310412573,0.481335952,0.093877551,0.183673469,0.075949367,0.2575,0.7163,0.4506,0.6353,0.891,0.8064,0.4208,0.5953,0.0872,0.5128,0.2986,0.1886,0.1513,0.4892,0.3595,89.73465346534654,20.34613822710396,0.0982,109.485,0.4126,0.1577,0.245,,,,"Marcus Semien",12533,543760
2017,"Logan Morrison","TBR",149,601,38,75,85,2,0.134775374,0.247920133,0.26953125,0.268292682,0.24609375,0.352745424,0.515625,0.3626995285687117,,130.87290344418003,0.03776526288129389,8,5,0.721893491,0.204918032,0.333333333,0.461748633,0.088757396,0.224852071,0.024590163,0.2765,0.7032,0.4601,0.5687,0.8247,0.7371,0.4304,0.5724,0.121,0.4645,0.3579,0.1776,0.1749,0.4508,0.3743,88.57479666095891,17.565479184503424,0.1257,114.363,0.429,0.143,0.264,,,,"Logan Morrison",9205,489149
2021,"Mookie Betts","LAD",122,550,23,93,58,10,0.123636363,0.156363636,0.223175966,0.276243093,0.263948497,0.367272727,0.487124463,0.365386985187983,,130.71724597174165,-1.1928803648333997,2,11,0.808383233,0.215584415,0.35064935,0.433766233,0.101796407,0.13772455,0.088888888,0.2286,0.6457,0.4037,0.6824,0.9306,0.8491,0.4198,0.5818,0.0609,0.4831,0.2961,0.2208,0.1377,0.4519,0.4104,90.34531656901042,18.93718719482422,0.0779,107.871,0.413,0.1949,0.2558,,,,"Mookie Betts",13611,605141
2019,"Yuli Gurriel","HOU",144,612,31,85,104,5,0.060457516,0.10620915,0.242907801,0.289029535,0.29787234,0.343137254,0.540780141,0.36429384966365624,,130.68105435036205,-2.5999758595135063,2,5,0.969849246,0.223762376,0.382178217,0.394059405,0.135678391,0.155778894,0.082901554,0.3541,0.6928,0.4969,0.7799,0.9212,0.8629,0.4216,0.6487,0.0681,0.4535,0.3287,0.2178,0.1782,0.4356,0.3861,89.28360640182186,14.323886639676113,0.0317,110.6,0.3743,0.1669,0.235,,,,"Yuli Gurriel",19198,493329
